1 :	 [0.002716823406478579, 0.11797283176593522, 0.07857889237199582, 0.12570532915360502, 0.024346917450365727, 0.04623824451410658, 0.11311389759665622, 0.23727795193312434, 0.03926332288401254, 0.21478578892371997]
2 :	 [0.10276801565160683, 0.09584797652258976, 0.12847360602876706, 0.05065033875584218, 0.13338284844752002, 0.15320097097931235, 0.11854642947719285, 0.05816818231223506, 0.1575848701134017, 0.0013767617115321908]
3 :	 [0.04099241415809985, 0.09468670312575177, 0.04039901849149199, 0.1518130643272978, 0.12583195676230494, 0.05229900726508749, 0.09513575930588744, 0.09040463169374369, 0.16015267910124614, 0.1482847657690889]
4 :	 [0.0012357045939135492, 0.0294388447373522, 0.010588292304710215, 0.22610971118433806, 0.0001938360147315371, 0.20771951928668347, 0.10748207016863734, 0.05769044388447374, 0.1536392711765846, 0.2059023066485753]
5 :	 [0.08148158302375633, 0.12407298249461952, 0.07413398401623052, 0.1185211586176644, 0.13218824109994654, 0.12020726809140632, 0.046045867660968624, 0.13058438086882618, 0.05039136931280758, 0.12237316481377401]
6 :	 [0.11939976428796707, 0.12384841392360939, 0.06958484803213652, 0.1590724233520907, 0.04468568962369072, 0.13239712497717576, 0.11365635841508558, 0.13505303520741, 0.0041332602958020015, 0.09816908188503229]
7 :	 [0.15709535364428867, 0.24696683742248585, 0.20538629759443994, 0.19247476109163897, 0.020460741140169558, 0.08495850933165573, 0.0011982864503759624, 0.050807345495940806, 0.010305263473233276, 0.03034660435577125]
8 :	 [0.11097809170357956, 0.12651143301807732, 0.1405483059978451, 0.04718364659403807, 0.020067640368729798, 0.11081348018675925, 0.1328414940739854, 0.1459954507362624, 0.14355620735065247, 0.021504249970070635]
9 :	 [0.05833685768661451, 0.1479435398604356, 0.14781137661239163, 0.2327394798054557, 0.04760520194544301, 0.014749418481708607, 0.001348065130048636, 0.1874603510255868, 0.1439522097695073, 0.018053499682808203]
10 :	 [0.14080365176553208, 0.18210547106458622, 0.14949415146926504, 0.15478306669300151, 0.05719051067658613, 0.02372330853468519, 0.042113810432988785, 0.1395966379177914, 0.09004323304145544, 0.020146158404108237]
11 :	 [0.09398243319005793, 0.06000747523827322, 0.0903008783404971, 0.09549616894038497, 0.0798168566623061, 0.18052700429826202, 0.14247804148757243, 0.02900392450009344, 0.17219211362362175, 0.05619510371893104]
12 :	 [0.12254983159405886, 0.14162663574623158, 0.16202860140246259, 0.09676439732759097, 0.035724145546905194, 0.048119927116117275, 0.19728341891668047, 0.11034730274418861, 0.0263651924244934, 0.05919054718127105]
13 :	 [0.13963427920151517, 0.0134421668370682, 0.1534619445887736, 0.08504433233327188, 0.15654593299029548, 0.10143640111962188, 0.1178787523255619, 0.051891457016911655, 0.08370346781087105, 0.09696126577610914]
14 :	 [0.009634159424954405, 0.039630940886171015, 0.07898294174444802, 0.008132174659371312, 0.17133354790258556, 0.21158673962021243, 0.18410041841004185, 0.184036047634374, 0.08735114258126811, 0.025211887136573328]
15 :	 [0.12085564808222146, 0.13325387734885305, 0.03030678265176609, 0.14602358914032754, 0.1343373680463115, 0.12054607931151905, 0.07007089124849085, 0.07657183543324149, 0.106290437420673, 0.06174349131659598]
16 :	 [0.10543390105433902, 0.023344512395607288, 0.13430218539707592, 0.08901602332259266, 0.09329037066263343, 0.1680366497884746, 0.0580653646347077, 0.16240327919160036, 0.04883715832620942, 0.11727055522675961]
17 :	 [0.13667550288476532, 0.015184001247466085, 0.18741228754093248, 0.10882192421643537, 0.054596132855138, 0.11051769842507407, 0.08075393731482926, 0.09330656479026976, 0.11227194760642445, 0.10046000311866521]
18 :	 [0.16707947767848297, 0.15891572710880378, 0.18548754631739553, 0.07799155884043038, 0.1041472645491113, 0.10949729526225058, 0.0951909168367448, 0.06265480412943111, 0.0005944478570154754, 0.03844096142033408]
19 :	 [0.13272571916832812, 0.13160226589449034, 0.0019462641222823508, 0.13623848855976456, 0.11147504667869236, 0.013164973575113136, 0.04601411437070793, 0.1580587993290927, 0.11759865818538562, 0.1511756701161429]
20 :	 [0.04064502885295258, 0.12704422598818513, 0.06787856670392081, 0.0711173961635837, 0.029514403667632232, 0.0821111693999042, 0.09917204570855097, 0.11313094450653469, 0.15420933786465343, 0.2151768811440823]
21 :	 [0.35219998379385786, 0.006766064338384247, 0.038165464711125516, 0.02706425735353699, 0.10436755530346001, 0.02001458552791508, 0.0344785673770359, 0.18163033789806338, 0.07552062231585771, 0.1597925613807633]
22 :	 [0.1263915417414289, 0.044143466265362426, 0.11886708726437846, 0.12712469371611584, 0.027782601146032298, 0.04553259632266404, 0.13910594046034228, 0.050471725415292004, 0.14024425536840887, 0.1803360922999749]
23 :	 [0.13946485416845908, 0.05583756345177665, 0.08517594424847286, 0.10973930998881529, 0.18487051535748086, 0.07560440505893487, 0.15095070119590467, 0.05187989331497892, 0.01473371762883937, 0.13174309558633743]
24 :	 [0.1009069055944056, 0.09716455419580419, 0.06676136363636363, 0.027698863636363636, 0.1359812062937063, 0.08845061188811189, 0.030512456293706292, 0.1404611013986014, 0.14513221153846154, 0.16693072552447552]
25 :	 [0.10699640242521824, 0.07144833832297667, 0.17079674960376362, 0.008654305768698583, 0.20649576089964528, 0.02415155098241465, 0.0002515786560668193, 0.22647110619135072, 0.004000100631462427, 0.18073410651840296]
26 :	 [0.15628891656288915, 0.20495641344956414, 0.12351183063511831, 0.09389788293897883, 0.014047322540473226, 0.11798256537982565, 0.03917808219178082, 0.1336986301369863, 0.07342465753424658, 0.04301369863013699]
27 :	 [0.08960311663014366, 0.13416118821524228, 0.020629966575912522, 0.029329083383137437, 0.2032228788985546, 0.2022267968213914, 0.08763308763308764, 0.14722093100471478, 0.016047989020961995, 0.0699249618168537]
28 :	 [0.15478813712386663, 0.160567857529892, 0.04674348878373009, 0.04302279377235126, 0.06861611819528231, 0.03951883827619839, 0.12021818444532746, 0.08239713903839901, 0.11268648629122566, 0.1714409565437272]
29 :	 [0.07450361010830325, 0.1046028880866426, 0.09050090252707581, 0.07360108303249098, 0.08528880866425993, 0.1473601083032491, 0.15875451263537907, 0.0037454873646209385, 0.1532716606498195, 0.10837093862815884]
30 :	 [0.18496636443404504, 0.02127327678658477, 0.06342985278346495, 0.14093789607097593, 0.17431997660134543, 0.06600370478697475, 0.04921517012771766, 0.12073705761918689, 0.0752266744662182, 0.1038900263234864]
31 :	 [0.06295817162570073, 0.16903837861147047, 0.05758588472042547, 0.13750539025442002, 0.10503809113123473, 0.1719670835130085, 0.0342101480523214, 0.08507618226246945, 0.1301746442432083, 0.04644602558574098]
32 :	 [0.1329761529572434, 0.010568337010190146, 0.08309696396680323, 0.11249080785796828, 0.19418006093077003, 0.08555520537871625, 0.03130580943376405, 0.07004937493434184, 0.16711839478936863, 0.11265889274083413]
33 :	 [0.0932077342588002, 0.08928111056023798, 0.14274665344571144, 0.13780862667327715, 0.12813088745661874, 0.05122459097669806, 0.14548339117501238, 0.04648487853247397, 0.11754090233019336, 0.0480912245909767]
34 :	 [0.08073854479616402, 0.06989514733093254, 0.09351186804878533, 0.14971846958874674, 0.05109329301048527, 0.06643321859891367, 0.17106703010286306, 0.14816657050197968, 0.10688207556554784, 0.06249378245558186]
35 :	 [0.010344021506214204, 0.1087193672809444, 0.1654653835664472, 0.17791327385358632, 0.04003194763704367, 0.18005610316749132, 0.07468734172283477, 0.11544005922001013, 0.05553823976311996, 0.07180426228230802]
36 :	 [0.022376861612334473, 0.09584724462617698, 0.09350264470870691, 0.1873429118055295, 0.170142926810969, 0.09385902389616235, 0.10297482837528604, 0.0779157444573658, 0.0220767528228983, 0.13396106088457066]
37 :	 [0.19368034983777685, 0.05482672685381107, 0.06568862557013214, 0.11586025297409132, 0.01401231955611981, 0.053322048243757934, 0.18321813137725115, 0.12190247801758593, 0.191094183476748, 0.006394884092725819]
38 :	 [0.03650626549393826, 0.14425917750534858, 0.007063537881617822, 0.136465514313852, 0.02893333786124223, 0.10425510238733997, 0.1264984548510884, 0.15859000916901553, 0.11063945393418684, 0.14678914660237036]
39 :	 [0.0623552908322876, 0.10274129977553509, 0.11193198890047544, 0.04961204687251454, 0.16203891903356368, 0.07881015924636349, 0.16725286767175102, 0.09072270630445925, 0.0069460400501953025, 0.1675886813128546]
40 :	 [0.09579964061096137, 0.114240790655885, 0.13807277628032344, 0.10049415992812219, 0.09761904761904762, 0.07526954177897574, 0.13389487870619945, 0.19797843665768194, 0.014330637915543575, 0.032300089847259655]
41 :	 [0.10250301314572413, 0.0960282534966505, 0.11944670235726099, 0.11564873728172212, 0.06663957171286823, 0.09049247414300529, 0.07862208145303697, 0.09817249208173333, 0.09762592146200634, 0.1348207528659921]
