1 :	 [0.4959242387916567, 0.31017741548789257, 0.19389834572045073]
2 :	 [0.18095376351890832, 0.29505697902300937, 0.5239892574580823]
3 :	 [0.577572521287343, 0.32140279982681486, 0.10102467888584211]
4 :	 [0.1935608665749656, 0.4235299174690509, 0.3829092159559835]
5 :	 [0.1969561989606533, 0.5305864884929473, 0.27245731254639943]
6 :	 [0.34699853587115664, 0.4787701317715959, 0.17423133235724744]
7 :	 [0.2185792349726776, 0.2500390320062451, 0.5313817330210773]
8 :	 [0.09492597162245528, 0.3229487970388649, 0.5821252313386799]
9 :	 [0.3230565954635543, 0.4897599647654702, 0.18718343977097557]
10 :	 [0.2957997729607006, 0.347424185091086, 0.35677604194821344]
11 :	 [0.4757745550428477, 0.07943309162821358, 0.4447923533289387]
12 :	 [0.5007759671876733, 0.14942910985478328, 0.3497949229575435]
13 :	 [0.3069160504567203, 0.4396694214876033, 0.2534145280556764]
14 :	 [0.17956473140903412, 0.5496087842724703, 0.27082648431849565]
15 :	 [0.2982791586998088, 0.00486702589953068, 0.6968538154006605]
16 :	 [0.5117113828557522, 0.08797225771126117, 0.40031635943298655]
17 :	 [0.09974524789339605, 0.26670585929845186, 0.6335488928081521]
18 :	 [0.3138187221396731, 0.3356612184249628, 0.350520059435364]
19 :	 [0.03852756055693305, 0.02307839023459851, 0.9383940492084685]
20 :	 [0.28317174515235455, 0.16322714681440442, 0.553601108033241]
21 :	 [0.5118438080234063, 0.07787092781184944, 0.41028526416474426]
22 :	 [0.4390970154421439, 0.17117928121321238, 0.38972370334464373]
23 :	 [0.46915806491729883, 0.0705757990299714, 0.46026613605272976]
24 :	 [0.23050058207217694, 0.3901823826154443, 0.37931703531237876]
25 :	 [0.525587958607714, 0.24139228598306678, 0.23301975540921918]
26 :	 [0.5085209667424085, 0.15575294360669284, 0.33572608965089856]
27 :	 [0.12623775208668153, 0.3799574887241433, 0.49380475918917516]
28 :	 [0.24174166082879775, 0.46823301180147653, 0.2900253273697257]
29 :	 [0.046002642880740005, 0.2808886686488272, 0.6731086884704328]
30 :	 [0.3550262237762238, 0.28500874125874126, 0.35996503496503496]
31 :	 [0.34073542449444844, 0.369865326972601, 0.28939924853295057]
32 :	 [0.3706798637027422, 0.0859159500243388, 0.5434041862729191]
33 :	 [0.14287665619450896, 0.3647042753722169, 0.49241906843327415]
34 :	 [0.26846406476743295, 0.35018712289009396, 0.3813488123424731]
35 :	 [0.4198017285205897, 0.4078546009150991, 0.17234367056431113]
36 :	 [0.10947258848022207, 0.205499653018737, 0.6850277585010409]
37 :	 [0.4746257758305951, 0.38130704636728735, 0.14406717780211756]
38 :	 [0.6617116720907732, 0.1284193860497845, 0.20986894185944235]
39 :	 [0.621676891615542, 0.2880027266530334, 0.09032038173142468]
40 :	 [0.07098795652599628, 0.20855772055223734, 0.7204543229217664]
41 :	 [0.3654131210540763, 0.20999176502882239, 0.4245951139171013]
42 :	 [0.3693301997649824, 0.47679200940070504, 0.15387779083431258]
43 :	 [0.12296537437111571, 0.35927789286771233, 0.517756732761172]
44 :	 [0.1631845172641302, 0.28744226962832636, 0.5493732131075434]
45 :	 [0.41602010709212106, 0.13583214949185882, 0.4481477434160201]
46 :	 [0.4049207373933003, 0.47134351911627576, 0.12373574349042393]
47 :	 [0.5821291967700808, 0.26285592860178497, 0.1550148746281343]
48 :	 [0.33354822073233625, 0.24516503352243424, 0.4212867457452295]
49 :	 [0.37300901345845167, 0.5629090011112483, 0.06408198543030004]
50 :	 [0.18232701322325615, 0.1858252291331421, 0.6318477576436018]
51 :	 [0.6310873915943963, 0.005707508709510044, 0.3632050996960937]
52 :	 [0.7113147178592205, 0.030686445607911575, 0.2579988365328679]
53 :	 [0.36872303096400966, 0.2180283560149841, 0.41324861302100624]
54 :	 [0.29306943713834827, 0.08844029458179906, 0.6184902682798528]
55 :	 [0.6130747126436782, 0.3364942528735632, 0.05043103448275862]
56 :	 [0.13501800647012147, 0.5804187267289264, 0.28456326680095223]
57 :	 [0.6780321480759863, 0.09782432213021594, 0.2241435297937977]
58 :	 [0.3788690308394881, 0.19738399954896543, 0.4237469696115465]
59 :	 [0.5580353865354967, 0.2919022098230673, 0.15006240364143603]
