1 :	 [0.6527671022290545, 0.34098770176787085, 0.006245196003074558]
2 :	 [0.3207857049008015, 0.23334647221127316, 0.44586782288792537]
3 :	 [0.18342334856668052, 0.41192355629414207, 0.4046530951391774]
4 :	 [0.055973181633482326, 0.09538805363673304, 0.8486387647297846]
5 :	 [0.12786211734054811, 0.426073450573676, 0.44606443208577584]
6 :	 [0.29887130556202, 0.21957179427507564, 0.48155690016290437]
7 :	 [0.29287385279827244, 0.6029332373582869, 0.1041929098434407]
8 :	 [0.3682004596872324, 0.19640362341700843, 0.4353959168957592]
9 :	 [0.3995372155804088, 0.5436431417920041, 0.05681964262758709]
10 :	 [0.6630971993410214, 0.05971993410214168, 0.2771828665568369]
11 :	 [0.046844054077327134, 0.45836562473090503, 0.49479032119176786]
12 :	 [0.4469768170426065, 0.25626566416040103, 0.29675751879699247]
13 :	 [0.06439035916824197, 0.8426275992438563, 0.0929820415879017]
14 :	 [0.41687650683096705, 0.31909991963568174, 0.2640235735333512]
15 :	 [0.22413589015151514, 0.547170928030303, 0.22869318181818182]
16 :	 [0.6542416452442159, 0.1342384318766067, 0.21151992287917737]
17 :	 [0.3862745098039216, 0.19454160042395335, 0.41918388977212506]
18 :	 [0.03797388107011538, 0.3492455940154685, 0.6127805249144161]
19 :	 [0.20442156268927922, 0.5298304058146578, 0.265748031496063]
20 :	 [0.26050596738947723, 0.33249285594217515, 0.4070011766683476]
21 :	 [0.07408312958435208, 0.3921760391198044, 0.5337408312958435]
22 :	 [0.41512306521187514, 0.2291719529730187, 0.3557049818151061]
23 :	 [0.3506139154160982, 0.4059187742680239, 0.24346731031587784]
24 :	 [0.14058178350023845, 0.4575107296137339, 0.4019074868860277]
25 :	 [0.4511880165289256, 0.35805785123966943, 0.19075413223140497]
26 :	 [0.21210598118762117, 0.3246930422919509, 0.46320097652042796]
27 :	 [0.5529286285663496, 0.2983734779130744, 0.14869789352057594]
28 :	 [0.36633663366336633, 0.23264761709331555, 0.4010157492433181]
29 :	 [0.372820690451449, 0.3749567024593003, 0.25222260708925065]
30 :	 [0.45724737082761774, 0.010973936899862825, 0.5317786922725194]
31 :	 [0.3658668591015696, 0.34782608695652173, 0.2863070539419087]
32 :	 [0.39837665898870245, 0.3955796863003181, 0.2060436547109795]
33 :	 [0.22382313480720994, 0.20013999883334305, 0.576036866359447]
